Nc,scenario,rep,method,theta_hat,ci_low,ci_high,theta_true
50,sc2,22,IW,1.2732047540544806,0.8898121724038754,1.6565973357050858,1.0
50,sc2,22,Commensurate,1.3370222783100034,1.0339181323169313,1.6591648283452085,1.0
50,sc2,22,NPE,1.5906132459640503,1.0464058174580135,2.149742808929076,1.0
50,sc2,23,PSPower,1.17099586874572,0.8896585678501189,1.4523331696413213,1.0
50,sc2,23,IW,1.126145428886446,0.8142784343175159,1.4380124234553762,1.0
50,sc2,23,Commensurate,1.0991997931684887,0.8266537386173696,1.3632162596718207,1.0
50,sc2,23,NPE,1.4723641872406006,0.855327210796827,2.0885595716227887,1.0
50,sc2,24,PSPower,1.0629913873604109,0.7374243506062454,1.3885584241145763,1.0
50,sc2,24,IW,1.1149919976432197,0.7354776031075292,1.4945063921789101,1.0
50,sc2,24,Commensurate,1.0563406441225542,0.7636004163610587,1.3493782441500444,1.0
50,sc2,24,NPE,1.8227232694625854,1.1626094172123878,2.4867640431573363,1.0
50,sc2,25,PSPower,1.3314467541985784,1.0268459949999516,1.6360475133972052,1.0
50,sc2,25,IW,1.3167820972181712,0.9588182842201299,1.6747459102162123,1.0
50,sc2,25,Commensurate,1.326506655437982,1.0601034112787766,1.5996913919162496,1.0
50,sc2,25,NPE,1.7316348552703857,1.059986302125307,2.400674581009496,1.0
50,sc2,26,PSPower,0.7354854590966611,0.4394854552630209,1.0314854629303012,1.0
50,sc2,26,IW,0.7015813871617588,0.361175301897836,1.0419874724256815,1.0
50,sc2,26,Commensurate,0.7027710485880644,0.42654138424464744,0.9640514901099537,1.0
50,sc2,26,NPE,1.1355743408203125,0.5339183971949002,1.7314452918800303,1.0
50,sc2,27,PSPower,1.1553149543973107,0.8634351890106423,1.4471947197839792,1.0
50,sc2,27,IW,1.1716377077771054,0.8407306595397095,1.5025447560145013,1.0
50,sc2,27,Commensurate,1.1909725001704965,0.9141242480633494,1.46267099505238,1.0
50,sc2,27,NPE,1.3052833080291748,0.7227470924555418,1.8972364733691776,1.0
50,sc2,28,PSPower,0.9907716503174171,0.7171572593366732,1.264386041298161,1.0
50,sc2,28,IW,0.9863625955755333,0.6961803529462391,1.2765448382048274,1.0
50,sc2,28,Commensurate,1.0314830585406516,0.7769210536587193,1.2891238593112655,1.0
50,sc2,28,NPE,1.568138837814331,0.9925571261543235,2.170041419834058,1.0
50,sc2,29,PSPower,0.8649068900166595,0.5963317693312472,1.133482010702072,1.0
50,sc2,29,IW,0.8951278859018408,0.5954573769120222,1.1947983948916594,1.0
50,sc2,29,Commensurate,0.8780314700402814,0.6263301154807052,1.1276818781445852,1.0
50,sc2,29,NPE,1.3287322521209717,0.6133251099596296,2.048247336335998,1.0
